Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Region,District,Subdistrict,Code,Area_URL
9-11 North Street,9-11 North Street,1,10,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
1H Sands Street,1H Sands Street,1,7,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
1J Sands Street,1J Sands Street,1,7,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
23-25 Catchick Street,23-25 Catchick Street,1,9,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
32 Belcher's Street,32 Belcher's Street,1,7,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
19-21 Sands Street,19-21 Sands Street,1,18,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Hung Lee Building,29-31A North Street,1,32,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Kam Fai Building,125-129 Belcher's Street,1,34,"$11,589/ ft²",--,1,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Tai Pak Court,4-5 Tai Pak Terrace,1,9,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Wing Tai Mansion,7-9 Sands Street,1,33,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
32A Belcher's Street,32A Belcher's Street,1,7,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
14 North Street,14 North Street,1,5,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Cheong Kat Mansion,98-100 Catchick Street,1,66,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Kam Po Mansion,37-41 North Street,1,20,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Tai Tak House,1-5 Hau Wo Street,1,28,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Sun Shing Building,6-6G Belcher's Street,1,84,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
2A-2B Belcher's Street,2A-2B Belcher's Street,1,8,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
44 Catchick Street,44 Catchick Street,1,5,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
32B Belcher's Street,32B Belcher's Street,1,7,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
48-50 Belcher's Street,48-50 Belcher's Street,1,15,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Hang Fai Building,67-83 Belcher's Street,1,67,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Po Lung House,28-30 Li Po Lung Path,1,12,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Man Kwong Court,12 Smithfield,1,110,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Centenary Mansion,1 Victoria Road,2,608,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Kin Yick Mansion,15-15C Belcher's Street,1,105,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
9 Ching Lin Terrace,9 Ching Lin Terrace,1,3,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Chi Fung Building,62-64 Catchick Street,1,10,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Kam Fai House,38-40 Catchick Street,1,19,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
9 Hau Wo Street,9 Hau Wo Street,1,4,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
42 Catchick Street,42 Catchick Street,1,5,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Cado Building,39-41 Cadogan Street,1,14,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Lung Fai Mansion,20-22 Li Po Lung Path,1,14,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
85-87 Belcher's Street,85-87 Belcher's Street,1,10,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
63-65 Belcher's Street,63-65 Belcher's Street,1,8,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Houston Court,40 Belcher's Street,1,44,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Shun Cheong Building,20-34 Hau Wo Street,1,66,"$13,735/ ft²",--,1,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Millennium Court,11 Sands Street,1,32,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
No. 18 Pokfield Road,18 Pokfield Road,1,70,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
No. 18 Catchick Street,18 Catchick Street,1,50,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
89-91 Belcher's Street,89-91 Belcher's Street,1,8,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Poksmith Villa,40 Pokfield Road,1,36,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
1D Davis Street,1D Davis Street,1,5,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
1C Davis Street,1C Davis Street,1,5,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Man Fatt Mansion,20-28 Sands Street,1,56,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
1B Davis Street,1B Davis Street,1,5,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Pokfield Garden,38 Pokfield Road,1,72,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Kuk Fung Building,46-60 Catchick Street,1,36,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
52-54 Belcher's Street,52-54 Belcher's Street,1,15,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Nam Shan House,113-119 Belcher's Street,1,10,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
107-111 Belcher's Street,107-111 Belcher's Street,1,19,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
103-105 Belcher's Street,103-105 Belcher's Street,1,12,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Mau Wah Mansion,22-24A Belcher's Street,1,84,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Skyla,32 Sands Street,1,42,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Sai On Building,93-95 Belcher's Street,1,10,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Kut Cheung Mansion,1-3 Catchick Street,1,15,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Townplace Kennedy Town,97 Belcher's Street,1,128,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Timley Court,99 Catchick Street,1,23,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Hau Wo Building,44-52 Hau Wo Street,1,18,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Kam Fu Mansion,66-68 Catchick Street,1,10,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Sunglow Building,"11-15 Praya, Kennedy Town",1,144,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
27 Sands Street,27 Sands Street,1,11,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
The Unit Davis Serviced Apartments,22 Davis Street,1,57,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
1E Davis Street,1E Davis Street,1,5,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
5-7 North Street,5-7 North Street,1,10,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Koon Lun House,"1A New Praya, Kennedy Town",1,2,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
33 Sands Street,33 Sands Street,1,12,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Smith Court,83 Smithfield,1,42,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Sands Building,23-25 Sands Street,1,48,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Luen Fat Apartments,49 Smithfield,1,150,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Shing Tai Building,70-76 Catchick Street,1,28,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Treasure Court,28 Belcher's Street,1,84,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Tung Fat Building,"1B-1C New Praya, Kennedy Town",1,15,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Kin Liong Mansion,16-30 North Street,1,171,"$8,902/ ft²",27.73%,1,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
47-49 Hau Wo Street,47-49 Hau Wo Street,1,14,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
95 Catchick Street,95 Catchick Street,1,5,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
S-Residence,5-7 Catchick Street,1,14,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Tresend Garden,81 Smithfield,1,54,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Hau Wo House,39-45 Hau Wo Street,1,20,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
93 Catchick Street,93 Catchick Street,1,5,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Po Shu Lau,35-37 Sands Street,1,37,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Luen Tak Apartments,45 Smithfield,1,148,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,https://hk.centanet.com/findproperty/en/list/estate/kennedy-town_19-HMA111?q=yz93tentf5
Novum West,460 Queen's Road West,4,645,"$21,272/ ft²",5.18%,4,45,9,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Chong Yip Centre,423-425 Queen's Road West,3,633,--,--,--,10,1,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
One South Lane,1 South Lane,1,92,--,--,--,16,5,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Eivissa Crest,100 Hill Road,1,106,--,--,--,15,4,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
High West,36 Clarence Terrence,1,133,--,--,--,6,5,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Kwan Yick Building Phase 1,430-440A Des Voeux Road West,1,924,--,--,--,6,--,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Harbour One,458 Des Voeux Road West,1,103,--,--,--,10,2,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Green View Court,14-20 Woo Hop Street,1,60,"$14,688/ ft²",12.86%,1,1,--,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Kwok Ga Building,6-12 Woo Hop Street,1,88,--,--,--,--,--,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Hill Court,28 Hill Road,1,138,--,--,--,1,--,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Eight South Lane,8-12 Eight South Lane,1,95,--,--,--,9,1,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
King's Building,521-525 Queen's Road West,1,88,--,--,--,4,--,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Ka Fai Court,18-22 Clarence Terrace,1,46,--,--,--,4,--,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Dragonfair Garden,485 Queen's Road West,2,220,"$15,312/ ft²",3.19%,1,4,--,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Yip Cheong (Cheung) Building,4-16 Hill Road,1,375,--,--,--,4,--,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Fortune Villa,61-69 Hill Road,1,74,--,--,--,3,1,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Sun King House,576-584 Queen's Road West,1,100,--,--,--,3,--,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Mei Sun Lau,489-499 Queen's Road West,2,266,--,--,--,2,2,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Lun Fung Court,363 Des Voeux Road West,1,122,--,--,--,2,1,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
Mei Shing Mansion,501-511 Queen's Road West,1,117,--,--,--,2,--,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,https://hk.centanet.com/findproperty/en/list/estate/shek-tong-tsui_19-HMA047?q=omvo45by6f
