queriedDistrict,queriedCode,propertyID,buildingNameEn,address,developers,opDateDisplayName,floorDisplayName,districtNameEn,zoneEn,sellCount,rentCount,transCount
Central,WS004,c6e6597a-7d6e-441c-a7e2-e6bc4da14d8a,Entertainment Building,30 Queen's Road Central,Evergo International Holdings Company Limited,1993 Year,34 Floor(s),Central,Hong Kong,0,13,3
Central,WS004,b0c8f0f6-7c11-4f20-985d-7a1f81a3593e,Oriental Crystal Commercial Building,46 Lyndhurst Terrace,Kiu Wai Company Limited,1994 Year,25 Floor(s),Central,Hong Kong,7,3,0
Central,WS004,0e12b315-8cf7-48dd-bb21-f032912b9dbf,Hong Kong Diamond Exchange Building,8-10 Duddell Street,,1981 Year,25 Floor(s),Central,Hong Kong,0,7,2
Central,WS004,4abd63f8-acf0-4a62-9f20-15180f45d824,Chinachem Tower,34-37 Connaught Road Central,Chinachem,1967 Year,26 Floor(s),Central,Hong Kong,0,5,0
Central,WS004,1c3ee57f-84b9-4aeb-825a-cddd03fcca8d,Euro Trade Centre,21-23 Des Voeux Road Central,,1982 Year,24 Floor(s),Central,Hong Kong,1,5,2
Central,WS004,70aa39e0-abf6-4fe9-ae6c-3bedfa5754af,Century Square,1-13 D'aguilar Street,,1984 Year,26 Floor(s),Central,Hong Kong,0,5,1
Central,WS004,6390fc5c-de54-4241-aeac-ce8745c1b9e9,Wheelock House,20 Pedder Street,Wheelock and Company Limited,1984 Year,27 Floor(s),Central,Hong Kong,1,5,4
Central,WS004,da9ddbb2-b265-4375-952e-389b21dcebbb,Printing House,6 Duddell Street,HANG LUNG,1980 Year,22 Floor(s),Central,Hong Kong,0,5,3
Central,WS004,5bc62c40-5659-4617-ac3d-1383479b18c9,Two Chinachem Plaza,68 Connaught Road Central,Chinachem,1990 Year,26 Floor(s),Central,Hong Kong,0,4,6
Central,WS004,e74dc370-d212-4287-85c8-d3c934284dbc,Crawford House,70 Queen's Road Central,Wheelock Properties Limited,1977 Year,24 Floor(s),Central,Hong Kong,0,4,1
Central,WS004,b6e298dd-671b-423e-bbe9-63084c42622d,Pearl Oriental House,60 Stanley Street,Pearl Oriental Holdings Limited 明珠興業,1994 Year,24 Floor(s),Central,Hong Kong,1,2,0
Central,WS004,c38fee12-52a5-4c15-a828-186dce95d414,Duke Wellington House,14-24 Wellington Street,,1968 Year,12 Floor(s),Central,Hong Kong,1,2,0
Central,WS004,a2b669fc-db88-433b-b5f2-0550a111284d,Bangkok Bank Building,28 Des Voeux Road Central,,1971 Year,22 Floor(s),Central,Hong Kong,3,0,1
Central,WS004,ba76e08d-43fa-48da-b26a-b3b744e897a1,8 Wyndham Street,8 Wyndham Street,Marvel Properties Limited,1997 Year,27 Floor(s),Central,Hong Kong,0,3,8
Central,WS004,45b35c13-b7e8-4e03-a88f-4e1f10fda49d,Hip Shing Hong Centre,51-57 Des Voeux Road Central,LAU SHUET KWAI,1995 Year,27 Floor(s),Central,Hong Kong,0,3,1
Central,WS004,0831c6eb-b3a2-4b3a-b621-cfa14964eb9b,Asia Standard Tower,59-65 Queen's Road Central,Asia Standard International Group Limited,1977 Year,24 Floor(s),Central,Hong Kong,0,2,5
Central,WS004,e184f422-8d1e-4508-8db3-edf76819c4de,The Wellington,198 Wellington Street,Nan Fung Development Limited,2014 Year,28 Floor(s),Central,Hong Kong,0,2,8
Central,WS004,65deb996-da0a-451a-b847-6c29dc918dde,V Heun Building,138 Queen's Road Central,V. Heun Limited,1982 Year,24 Floor(s),Central,Hong Kong,1,0,1
Central,WS004,675c9561-d4eb-4209-8166-5a2552553774,Malahon Centre,10-12 Stanley Street,,1983 Year,22 Floor(s),Central,Hong Kong,0,1,2
Central,WS004,1a2dd93e-fdca-4759-9a7e-be91ff9cbadb,Two Chinachem Central,26 Des Voeux Road Central,,2017 Year,26 Floor(s),Central,Hong Kong,0,1,0
Central,WS004,c38f51c0-684d-438f-a00b-d2440822e54a,AIA Central,1 Connaught Road Central,麗新集團0,2005 Year,33 Floor(s),Central,Hong Kong,0,0,7
Central,WS004,ee44d785-3974-400b-a9fe-755bf05091ca,Alexandra House,18 Chater Road,SYLVAN HOLDINGS Company Limited,1978 Year,37 Floor(s),Central,Hong Kong,0,0,3
Central,WS004,c8aa0fc0-9b5f-4730-9ee5-5921077eb9b8,The Hong Kong Club Building,3 Chater Road,,1984 Year,24 Floor(s),Central,Hong Kong,0,0,0
Central,WS004,1e45c499-975d-4f1c-ae55-6e38afdd9fb2,Prince's Building,10 Chater Road,SYLVAN HOLDINGS Company Limited,1965 Year,28 Floor(s),Central,Hong Kong,0,0,3
Central,WS004,cc71bc41-39bb-44b8-b7f7-53adeea6f5bf,Jardine House,1 Connaught Place,SYLVAN HOLDINGS Company Limited,1974 Year,52 Floor(s),Central,Hong Kong,0,0,16
Central,WS004,6bc854b5-5e4c-4e9b-837c-64efdddbb9cd,One Exchange Square,8 Connaught Place,SYLVAN HOLDINGS Company Limited,1985 Year,52 Floor(s),Central,Hong Kong,0,0,3
Central,WS004,5510fde4-660b-4427-a41f-70aceb30a8e2,Three Exchange Square,8 Connaught Place,SYLVAN HOLDINGS Company Limited,1988 Year,33 Floor(s),Central,Hong Kong,0,0,1
Central,WS004,12511064-0b98-4e5a-b1b3-aa2ed036db1c,Two Exchange Square,8 Connaught Place,SYLVAN HOLDINGS Company Limited,1985 Year,49 Floor(s),Central,Hong Kong,0,0,8
Central,WS004,980eb4ca-b923-4616-af33-bb0b3392a1cd,CCB Tower,3 Connaught Road Central,Lai Sun Development Company Limited,2012 Year,31 Floor(s),Central,Hong Kong,0,0,3
Central,WS004,5f040784-9767-4a63-ac8e-a835ca2b2e6e,Edinburgh Tower,15 Queen's Road Central,SYLVAN HOLDINGS Company Limited,1983 Year,47 Floor(s),Central,Hong Kong,0,0,3
Central,WS004,5673cc13-003b-45c8-9b9d-5c9c6120f86e,Gloucester Tower,15 Queen's Road Central,SYLVAN HOLDINGS Company Limited,1980 Year,47 Floor(s),Central,Hong Kong,0,0,7
Central,WS004,7d870bdf-73fd-495d-8f73-6e018fafbdc4,Melbourne Plaza,33 Queen's Road Central,,1971 Year,26 Floor(s),Central,Hong Kong,0,0,5
Central,WS004,3db8c85c-641c-4f2a-a413-110daa2bc0ff,New World Tower I,16-18 Queen's Road Central,New World Development Company Limited,1977 Year,42 Floor(s),Central,Hong Kong,0,0,17
Central,WS004,1ecb2dc8-b91e-4cdc-9faf-24f2829786c2,New World Tower II,16-18 Queen's Road Central,New World Development Company Limited,1977 Year,24 Floor(s),Central,Hong Kong,0,0,2
Central,WS004,4a0e7742-4984-4990-9e07-d3068f56642e,Bank Of China Tower,1 Garden Road,The Bank of China,1989 Year,70 Floor(s),Central,Hong Kong,0,0,1
Central,WS004,22238d4d-35cc-43e8-9133-23cf318f8414,Nexxus Building,41 Connaught Road Central,,1962 Year,23 Floor(s),Central,Hong Kong,0,0,6
Central,WS004,4096e5f0-d37f-47b3-84d4-725a1d183e85,Prosperity Tower,39 Queen's Road Central,New World Development Company Limited,2011 Year,27 Floor(s),Central,Hong Kong,0,0,4
Central,WS004,6d5ec20c-47a0-4009-b6a7-be6e94e47eea,Central Tower,28 Queen's Road Central,Jones Lang,1999 Year,28 Floor(s),Central,Hong Kong,0,0,6
Central,WS004,8fbb3757-9ef8-4e86-8f57-bac695d68238,Henley Building,5 Queen's Road Central,TUNG HING YIP INVESTMENT Company Limited,1997 Year,36 Floor(s),Central,Hong Kong,0,0,2
Central,WS004,2e823c53-9b23-42e8-97f2-47dcf9d52819,One International Finance Centre,1 Harbour View Street,"Sun Hung Kai Properties Limited, Henderson Land Development Company Limited, Sun Chung Estate Company Limited, The Hong Kong & China Gas Company Limited, MTR Corporation Limited",1998 Year,44 Floor(s),Central,Hong Kong,0,0,5
Central,WS004,84309e3e-ff8f-4406-9c3a-cbef2b47bcf0,Two International Finance Centre,8 Finance Street,"Sun Hung Kai Properties Limited, Henderson Land Development Company Limited, The Hong Kong & China Gas Company Limited, Sun Chung Estate Company Limited",2003 Year,88 Floor(s),Central,Hong Kong,0,0,25
Central,WS004,4d06ead3-a23a-4dc5-8d40-4d4cd608c376,8 Queen's Road Central,8 Queen's Road Central,Sing Pao Investment Limited,2000 Year,27 Floor(s),Central,Hong Kong,0,0,0
Central,WS004,1b631fe7-47c0-44f3-b7c5-7303f1c2c5bb,Chater House,11 Chater Road,SYLVAN HOLDINGS Company Limited,2002 Year,34 Floor(s),Central,Hong Kong,0,0,3
Central,WS004,e37f48de-3c7c-4bd3-8316-b35228c76e10,100 Queen's Road Central,100 Queen's Road Central,尖東廣場有限公司 Toyo Mall Limited,2006 Year,31 Floor(s),Central,Hong Kong,0,0,4
Central,WS004,928324ca-bb2c-44a5-9cee-fa928cfd6821,York House,15 Queen's Road Central,,2006 Year,21 Floor(s),Central,Hong Kong,0,0,2
Central,WS004,e8534471-ee70-4828-b584-5d00747245ec,One Chinachem Central,22 Des Voeux Road Central,,2016 Year,25 Floor(s),Central,Hong Kong,0,0,3
North Point,WS008,11adfb88-7cca-4369-ac3d-1cd1cfa2e61b,Island Place Tower,510 King's Road,John Swire & Sons (Hong Kong) Limited,1997 Year,29 Floor(s),North Point,Hong Kong,7,21,3
North Point,WS008,2c90c4d7-1c48-4411-adf0-2ad6cb6ad3fe,Foyer,625 King's Road,John Swire & Sons (Hong Kong) Limited,1998 Year,28 Floor(s),North Point,Hong Kong,0,22,4
North Point,WS008,568a10cf-dc1a-4da8-a294-8011fe550c5b,K Wah Centre,191 Java Road,K. Wah Properties (Holdings) Limited,1991 Year,30 Floor(s),North Point,Hong Kong,6,12,12
North Point,WS008,14190f42-cb36-4cfd-90d3-7e73d069f5bd,AIA Tower,183 Electric Road,Henderson Land Development Company Limited,1998 Year,44 Floor(s),North Point,Hong Kong,0,12,14
North Point,WS008,268b8de9-d8a4-4cf4-ae2d-82ccd159ec77,Kodak House II,39 Healthy Street East,Sun Hung Kai Properties Limited,1992 Year,23 Floor(s),North Point,Hong Kong,5,7,11
North Point,WS008,e890089d-fd08-44ad-928c-0d2be6c8b397,North Point Industrial Building,499 King's Road,,1978 Year,22 Floor(s),North Point,Hong Kong,2,6,1
North Point,WS008,d6e20613-9e5e-4186-84f6-cdb66721a236,China United Centre,2-28 Marble Road,Asia Standard International Group Limited,1997 Year,30 Floor(s),North Point,Hong Kong,2,1,4
Quarry Bay,WS009,acba3326-ddad-4e9f-a2d3-4e74483a8c1b,Tung Chong Factory Building,653-659 King's Road,,1965 Year,15 Floor(s),Quarry Bay,Hong Kong,16,16,8
Quarry Bay,WS009,5d101f68-a404-4afb-b796-d858ccfe571d,Technology Plaza (NP),651 King's Road,,1995 Year,27 Floor(s),Quarry Bay,Hong Kong,0,18,2
Quarry Bay,WS009,ee23bf58-dd1d-4350-882e-3c741da0c021,Wing Wah Industrial Building (QB),677 King's Road,,1977 Year,22 Floor(s),Quarry Bay,Hong Kong,12,0,0
Quarry Bay,WS009,66892345-5083-40e0-8086-32b491c1fea4,Eastern Centre,1065 King's Road,Cheung Kong (Holdings) Limited,1985 Year,21 Floor(s),Quarry Bay,Hong Kong,4,6,10
Quarry Bay,WS009,51ce25cf-a7ea-4b53-9d53-97f68794fa8b,Westlands Centre,20 Westlands Road,Hong Kong Resort Company Limited,1989 Year,24 Floor(s),Quarry Bay,Hong Kong,1,2,11
Quarry Bay,WS009,c896fefd-742b-4940-be7a-6b664bd839a4,Cheong Lee Building,206-208 Tsat Tsz Mui Road,,1960 Year,6 Floor(s),Quarry Bay,Hong Kong,0,2,0
Quarry Bay,WS009,57372d67-7622-4b8f-9029-55891490b31e,Cheung Wah Industrial Building,10-12 Shipyard Lane,,1971 Year,12 Floor(s),Quarry Bay,Hong Kong,0,0,0
Quarry Bay,WS009,f5bded18-ad7c-4668-824d-e64f3ed98886,One Island East,18 Westlands Road,John Swire & Sons (Hong Kong) Limited,2008 Year,70 Floor(s),Quarry Bay,Hong Kong,0,0,7
Quarry Bay,WS009,b850f4bb-7bd5-492e-a64b-e232f0a9cce1,Zung Fu Industrial Building,1067 King's Road,,1971 Year,14 Floor(s),Quarry Bay,Hong Kong,0,0,0
Quarry Bay,WS009,65621ddc-665c-46e9-862d-a95bcdd4ee7c,Tung Kin Factory Building,196-202 Tsat Tsz Mui Road,,1962 Year,10 Floor(s),Quarry Bay,Hong Kong,0,0,2
Quarry Bay,WS009,c898c558-a8b0-42b8-a1a7-c86846f675cf,Lok's Industrial Building,204 Tsat Tsz Mui Road,,1978 Year,14 Floor(s),Quarry Bay,Hong Kong,0,0,1
Quarry Bay,WS009,8cda4e86-33e3-4c17-90e6-95efc3c4c170,Wah Ha Factory Building,8 Shipyard Lane,,1972 Year,19 Floor(s),Quarry Bay,Hong Kong,0,0,0
Sheung Wan,WS003,ac92b31d-0bf1-4ceb-b8d8-7948e2354ba0,Cosco Tower,183 Queen's Road Central,"New World Development Company Limited, Urban Renewal Authority",1998 Year,53 Floor(s),Sheung Wan,Hong Kong,17,28,42
Sheung Wan,WS003,043d8424-e0ba-4ee5-bf02-8572555b899a,"Shun Tak Centre, West Tower",168-200 Connaught Road Central,Shun Tak Holdings Limited,1986 Year,42 Floor(s),Sheung Wan,Hong Kong,27,16,33
Sheung Wan,WS003,72c593d0-1118-4240-ab1f-e87b600f4873,"Shun Tak Centre, China Merchants Tower",168 Connaught Road Central,Shun Tak Holdings Limited,1986 Year,42 Floor(s),Sheung Wan,Hong Kong,11,22,11
Sheung Wan,WS003,0efc380f-0f8c-44ff-9b3d-441e8e7ffffa,Wayson Commercial Building,28 Connaught Road West,Sun Hung Kai Properties Limited,1982 Year,25 Floor(s),Sheung Wan,Hong Kong,25,11,19
Sheung Wan,WS003,2542fc73-9920-404c-b46b-4129b488d0cb,Arion Commercial Centre,2-12 Queen's Road West,SINOWELL ENTERPRISES Limited,1981 Year,27 Floor(s),Sheung Wan,Hong Kong,11,10,10
Sheung Wan,WS003,8e1816d0-46d1-4801-ae08-a6a909ab40a0,6 Wilmer Street,6 Wilmer Street,HENDERSON GROUP,1996 Year,27 Floor(s),Sheung Wan,Hong Kong,11,6,6
Sheung Wan,WS003,ece3545b-59a4-4618-abf5-3db2f92f0e9f,Officeplus @sheung Wan,93-103 Wing Lok Street,LAU SHUET KWAI,1984 Year,21 Floor(s),Sheung Wan,Hong Kong,0,14,14
Sheung Wan,WS003,92fd99a3-9058-4214-a45f-fb2fe70171b3,9 Des Voeux Road West,9 Des Voeux Road West,China Merchants Land Limited,1995 Year,30 Floor(s),Sheung Wan,Hong Kong,13,5,2
Sheung Wan,WS003,6ee15f10-d931-462c-b547-6d6b2fce2e30,Nam Wo Hong Building,148 Wing Lok Street,Golden Arches Development0,1998 Year,29 Floor(s),Sheung Wan,Hong Kong,5,11,8
Sheung Wan,WS003,14147db7-cdb3-4f9c-8064-e0e1de89df7e,181 Queen's Road Central,181 Queen's Road Central,"New World Development Company Limited, Urban Renewal Authority",1998 Year,30 Floor(s),Sheung Wan,Hong Kong,3,11,9
Sheung Wan,WS003,f4e0fe6d-07d8-49da-a242-d51fa81524e2,308 Central Des Voeux,308 Des Voeux Road Central,Capital Way Investment Limited,1994 Year,29 Floor(s),Sheung Wan,Hong Kong,0,12,15
Sheung Wan,WS003,697936e7-9386-4c21-bbd3-3a48411a30b8,HK Trade Centre,161-167 Des Voeux Road Central,,1982 Year,25 Floor(s),Sheung Wan,Hong Kong,0,11,2
Sheung Wan,WS003,fbb499b1-7224-45d1-a8a9-723ecad9af35,Yardley Commercial Building,3 Connaught Road West,"Lee On Construction Company Limited, Aik San Realty Limited",1981 Year,28 Floor(s),Sheung Wan,Hong Kong,8,6,6
Sheung Wan,WS003,ebe8e792-03fe-4f05-bf57-ea9cff1e2e3d,Golden Centre,188 Des Voeux Road Central,,1991 Year,30 Floor(s),Sheung Wan,Hong Kong,0,9,8
Sheung Wan,WS003,c212b1fc-aa78-427e-931c-bf766a88de9d,299 QRC,287-299 Queen's Road Central,WINCOME GROUP OF COMPANIES,1982 Year,25 Floor(s),Sheung Wan,Hong Kong,0,9,13
Sheung Wan,WS003,60c03441-c786-41b1-a3cc-443ece2e79dd,Alliance Building,133 Connaught Road Central,,1975 Year,25 Floor(s),Sheung Wan,Hong Kong,6,3,4
Sheung Wan,WS003,cd6b6f32-f52f-4b68-876c-e909c3e9c723,128 Connaught Road Central,128 Connaught Road Central,,1990 Year,26 Floor(s),Sheung Wan,Hong Kong,2,4,2
Sheung Wan,WS003,aa36891d-ccd2-4752-be59-24f0fd50c603,Tung Hip Commercial Building,244 Des Voeux Road Central,THE HONG KONG WONG CLAN ASSOCIATION,1987 Year,28 Floor(s),Sheung Wan,Hong Kong,4,2,2
Sheung Wan,WS003,8b36b0a2-12d4-479b-bd40-bcaee0cefc47,Chu Kong Shipping Tower,140-143 Connaught Road Central,Guangdong Real Esate (Holdings) Limited,1995 Year,27 Floor(s),Sheung Wan,Hong Kong,0,3,2
Sheung Wan,WS003,93f0cfb8-1cef-4559-9d85-0db7b6f30d94,Guangdong Finance Building,88-91 Connaught Road West,China Overseas,1998 Year,33 Floor(s),Sheung Wan,Hong Kong,0,2,2
Sheung Wan,WS003,682e3fdc-8230-44a3-9541-05d652789c78,Connaught Marina,48-51 Connaught Road West,Laws Group,2020 Year,28 Floor(s),Sheung Wan,Hong Kong,0,2,9
Sheung Wan,WS003,e2b1d65b-dd92-46dc-ad42-6a91581076b2,Guangdong Investment Tower,148 Connaught Road Central,,1996 Year,31 Floor(s),Sheung Wan,Hong Kong,0,0,2
Sheung Wan,WS003,beb5f76b-1db8-441b-b58f-ad749d172798,The L. Plaza (QRC),367-375 Queen's Road Central,,1984 Year,22 Floor(s),Sheung Wan,Hong Kong,0,0,2
Sheung Wan,WS003,c4176b51-0569-40eb-a17e-8f2473d65f5f,Infinitus Plaza,199 Des Voeux Road Central,Vicwood International Limited,1987 Year,35 Floor(s),Sheung Wan,Hong Kong,0,0,2
Sheung Wan,WS003,60475b5a-1892-4690-a27e-de9fb6c9705d,Wing On Centre,111 Connaught Road Central,Wing On,1987 Year,32 Floor(s),Sheung Wan,Hong Kong,0,0,5
Sheung Wan,WS003,d83bfe59-8a95-4925-9bb8-afe7423f910b,Nan Fung Tower,173 Des Voeux Road Central,Nan Fung Development Limited,1973 Year,28 Floor(s),Sheung Wan,Hong Kong,0,0,9
Sheung Wan,WS003,f1f0e750-9869-4ada-b641-e4080457c29f,Li Po Chun Chambers,189 Des Voeux Road Central,,1995 Year,28 Floor(s),Sheung Wan,Hong Kong,0,0,5
Southern District,WS002,6e39d7a8-c1b1-4567-8410-97fea55860bd,Hundsun International Center,44 Heung Yip Road,Viva Properties Development Limited,2020 Year,27 Floor(s),Southern District,Hong Kong,79,47,72
Southern District,WS002,3fd0842b-92f7-418d-8313-d790de9cd78d,Oceanic Industrial Centre,2 Lee Lok Street,Chinachem Group,1991 Year,23 Floor(s),Southern District,Hong Kong,3,104,1
Southern District,WS002,26aa392f-d08a-490c-9c5d-4285281a3896,One Island South,2 Heung Yip Road,Wheelock Properties Limited,2011 Year,30 Floor(s),Southern District,Hong Kong,54,66,17
Southern District,WS002,548f0a3f-ca31-4176-8649-bd4dbf9841c3,Southmark Tower B,11 Yip Hing Street,Tai Cheung Holdings Limited,1995 Year,29 Floor(s),Southern District,Hong Kong,45,28,9
Southern District,WS002,0f2b5990-b303-4af6-9062-ee2e6f40be7f,Southmark Pacific Link Tower (Tower A),11 Yip Hing Street,Tai Cheung Holdings Limited,1995 Year,35 Floor(s),Southern District,Hong Kong,35,33,11
Southern District,WS002,7f296405-a88b-46c9-b7a7-f0ac59766e6f,Kingley Industrial Building 2,33 Yip Kan Street,,1983 Year,25 Floor(s),Southern District,Hong Kong,37,10,21
Southern District,WS002,81e995c7-28a7-4066-b674-5d2b6b0149df,M Place,54 Wong Chuk Hang Road,,,33 Floor(s),Southern District,Hong Kong,0,41,1
Southern District,WS002,7bda95c4-ce09-46ed-a948-90015c9d2943,W50,50 Wong Chuk Hang Road,Sun Hung Kai Properties Limited,2015 Year,32 Floor(s),Southern District,Hong Kong,28,9,26
Southern District,WS002,9b7c6c8f-2a51-47eb-9e35-9d3c3397938d,Kingley Industrial Building 1,35 Yip Kan Street,,1983 Year,25 Floor(s),Southern District,Hong Kong,25,13,17
Southern District,WS002,3d385596-e372-435e-ace2-804040ff636d,Global Trade Square,19-21 Wong Chuk Hang Road,"Henderson Land Development Company Limited, Hip Shing Hong (Holdings) Company Limited",2013 Year,32 Floor(s),Southern District,Hong Kong,18,21,11
Southern District,WS002,976b327d-de0c-4f49-9c08-4a507d460cee,E Tat Factory Building,4 Heung Yip Road,,1974 Year,23 Floor(s),Southern District,Hong Kong,26,4,18
Southern District,WS002,445d9133-e734-42c3-b167-a6c784c645d7,Heung Wah Industrial Building,12 Wong Chuk Hang Road,,1975 Year,21 Floor(s),Southern District,Hong Kong,3,26,2
Southern District,WS002,d976d9a9-37ec-4589-a0db-47b6292d3498,Genesis,33-35 Wong Chuk Hang Road,Hip Shing Hong (Holdings) Company Limited,1980 Year,23 Floor(s),Southern District,Hong Kong,0,16,3
Southern District,WS002,f342fac8-2863-40b2-8cdb-9cef3b2fe093,Hing Wai Centre,7 Tin Wan Praya Road,Aik San Realty Limited,1990 Year,33 Floor(s),Southern District,Hong Kong,9,8,2
Southern District,WS002,9246c5fb-2002-480f-b42e-2ebc21ec6a92,Derrick Industrial Building,49-51 Wong Chuk Hang Road,E. Wah Realty Limited,1982 Year,22 Floor(s),Southern District,Hong Kong,13,2,7
Southern District,WS002,5a0aaaa1-6b93-482f-b570-a301882eb913,Kwai Bo Industrial Building,40 Wong Chuk Hang Road,,1977 Year,24 Floor(s),Southern District,Hong Kong,9,5,3
Southern District,WS002,dd4026b5-dd81-4a11-b992-d2a9e6cb1087,Yan's Tower,25-27 Wong Chuk Hang Road,Sun Hung Kai Properties Limited,1995 Year,26 Floor(s),Southern District,Hong Kong,7,7,6
Southern District,WS002,4f79b6a6-be2e-4b35-8984-85d26c2592eb,Harbour Industrial Centre,10 Lee Hing Street,Chinachem Group,1990 Year,23 Floor(s),Southern District,Hong Kong,12,0,12
Southern District,WS002,8819d14a-161a-4f83-a9cd-97e6aab2e0ce,41 Heung Yip Road,41 Heung Yip Road,Cheung Kong Development Limited,2015 Year,37 Floor(s),Southern District,Hong Kong,0,11,10
Southern District,WS002,0e00db43-941b-4e3f-9780-d7562992d53a,Casey Aberdeen House,38 Heung Yip Road,,2013 Year,32 Floor(s),Southern District,Hong Kong,0,11,0
Southern District,WS002,3a38989e-ab15-48b0-a79d-7bde13bb53d3,Remex Centre,42 Wong Chuk Hang Road,,1978 Year,23 Floor(s),Southern District,Hong Kong,5,5,3
Southern District,WS002,a857d5b1-f73a-4aab-abba-9f3a15d1d56c,Vita Tower,29 Wong Chuk Hang Road,,1981 Year,24 Floor(s),Southern District,Hong Kong,1,8,12
Southern District,WS002,0fb536aa-718b-4ca8-a193-231b85a5d69c,Ha Lung Industrial Building,52 Wong Chuk Hang Road,,1972 Year,12 Floor(s),Southern District,Hong Kong,0,8,4
Southern District,WS002,542f6c27-b172-4536-b5fb-3b854ba226dd,Sing Teck Factory Building,44 Wong Chuk Hang Road,,1974 Year,25 Floor(s),Southern District,Hong Kong,6,3,1
Southern District,WS002,0ed78b19-0611-40af-af77-66be25b91731,Shui Ki Industrial Building,18 Wong Chuk Hang Road,,1973 Year,17 Floor(s),Southern District,Hong Kong,5,4,3
Southern District,WS002,9bc58c7a-8e88-4757-96ac-3b0de93ce29e,Yally Industrial Building,6 Yip Fat Street,,1974 Year,23 Floor(s),Southern District,Hong Kong,4,3,3
Southern District,WS002,c09f93f4-0d6d-4fd0-b5c0-dddda9e043ae,Sun Ying Industrial Centre,9 Tin Wan Close,Nan Fung Development Limited,1988 Year,24 Floor(s),Southern District,Hong Kong,5,2,0
Southern District,WS002,8496ec00-626d-4f8e-936a-375e10d1fd79,Kin Teck Industrial Building,26 Wong Chuk Hang Road,,1972 Year,17 Floor(s),Southern District,Hong Kong,4,2,1
Southern District,WS002,0ec800da-9ce8-4665-a2ee-77774d8702fa,Blue Box Factory Building,25 Hing Wo Street,,1974 Year,15 Floor(s),Southern District,Hong Kong,5,2,0
Southern District,WS002,235a8eaf-4dd9-45d0-9bfc-62d1ccc3cf5d,MARINA 8,8 Heung Yip Road,Sun Hung Kai Property,2021 Year,27 Floor(s),Southern District,Hong Kong,0,5,0
Southern District,WS002,597758bd-5499-4a36-9289-b35a8dd71c67,E. Wah Factory Building,56-60 Wong Chuk Hang Road,,1978 Year,16 Floor(s),Southern District,Hong Kong,3,1,3
Southern District,WS002,9a7ffc71-fafa-4609-a34a-8a3bb5377b34,Sun Hing Industrial Building (WCH),46 Wong Chuk Hang Road,,1984 Year,13 Floor(s),Southern District,Hong Kong,2,2,0
Southern District,WS002,d319ecba-f56d-46f8-9fe0-96ec9bdc7807,Kingsun Computer Industrial Building,40 Shek Pai Wan Road,,1981 Year,15 Floor(s),Southern District,Hong Kong,0,3,0
Southern District,WS002,e85cd6e5-17f7-4646-9b4e-5fa6897dd706,Sungib Industrial Centre,53 Wong Chuk Hang Road,Nan Fung Development Limited,1983 Year,26 Floor(s),Southern District,Hong Kong,2,3,2
Southern District,WS002,aacfd1af-fe02-44d7-90c1-5c1432439e4b,Vertical Sq,28 Heung Yip Road,K. Wah Properties (Holdings) Limited,2015 Year,31 Floor(s),Southern District,Hong Kong,0,2,2
Southern District,WS002,614a9d78-fdc8-4f96-b8b1-2e1420a8da34,Axa Southside,38 Wong Chuk Hang Road,Wisefield Enterprises Limited,2017 Year,28 Floor(s),Southern District,Hong Kong,0,2,3
Southern District,WS002,81b29dcd-b024-482a-b401-e8ba4d770073,Union Industrial Building (WCH),48 Wong Chuk Hang Road,,1976 Year,16 Floor(s),Southern District,Hong Kong,1,1,2
Southern District,WS002,f006b3af-d0fa-4ff9-969b-9aec368c848d,Coda Designer Centre,62 Wong Chuk Hang Road,Sino Land Company Limited,1996 Year,28 Floor(s),Southern District,Hong Kong,1,1,0
Southern District,WS002,21c50ade-4b30-4793-af7e-9b942eb23285,Victory Factory Building,16 Wong Chuk Hang Road,,1972 Year,14 Floor(s),Southern District,Hong Kong,0,1,25
Southern District,WS002,f153d4d7-c027-4c33-b10a-1fee2325cd65,Gee Luen Hing Industrial Building,10 Heung Yip Road,,1974 Year,15 Floor(s),Southern District,Hong Kong,0,0,0
Southern District,WS002,0109bef2-df9d-4196-87b3-04bb729393fd,Po Chai Industrial Building,28 Wong Chuk Hang Road,,1975 Year,17 Floor(s),Southern District,Hong Kong,0,0,0
Southern District,WS002,954387ec-3450-49a5-8987-aff62acfcdfa,Tin Fung Industrial Mansion,63 Wong Chuk Hang Road,,1967 Year,13 Floor(s),Southern District,Hong Kong,0,0,1
Southern District,WS002,99fc24a2-5835-4cc6-bf71-9e73504b8fa0,Gee Chang Hong Centre,65 Wong Chuk Hang Road,,1980 Year,26 Floor(s),Southern District,Hong Kong,0,0,9
Southern District,WS002,2912af20-5cd1-470b-a327-454883f5fbaa,Evergreen Industrial Mansion,12 Yip Fat Street,,1972 Year,13 Floor(s),Southern District,Hong Kong,0,0,4
Southern District,WS002,783e857a-e947-47fb-9788-acf1ece16309,Benefit Industrial Factory Building,59-61 Wong Chuk Hang Road,,1969 Year,5 Floor(s),Southern District,Hong Kong,0,0,0
